0,0
3.33,118
6.86,295
11.25,494
15.86,672
20.3,879
23.73,1054
28.64,1243
30.68,1424
33.16,1551
44.61,2040
47.72,2293
50.79,2176
58.244,2678.2
61.724,2838.8
65.954,3024.2
69.894,3214
74.274,3408.3
78.124,3566.5
81.974,3746.5
86.384,3941
90.694,4129.7
95.084,4321.9
99.034,4731
103.564,4891.9
107.784,5091.7
112.254,5281.9
116.264,5610.9
120.914,5798.8
125.284,6010.6
134.434,6387.8
138.964,6587.5
142.974,6772.9
147.454,6978.2
151.744,7166.4
